health_region,type_of_expenditure,activity,contents,year,value,type_of_service,occupation
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Sum all functions,Current prices (NOK million),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Sum all functions,Current prices (NOK million),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Sum all functions,Current prices (NOK million),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Sum all functions,Change from previous year (per cent),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Sum all functions,Change from previous year (per cent),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Lab/roentgen,Current prices (NOK million),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Lab/roentgen,Current prices (NOK million),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Lab/roentgen,Change from previous year (per cent),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Lab/roentgen,Change from previous year (per cent),2021,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Kongsvinger sjukehus HF (2002),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2005,4738,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2020,8262,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2021,9087,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2020,-2,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Sum all functions,Change from previous year (per cent),2021,10,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2005,114,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2020,223,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Drug treatment (TSB),Current prices (NOK million),2021,251,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2020,-6.1,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Drug treatment (TSB),Change from previous year (per cent),2021,12.6,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2020,770,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Lab/roentgen,Current prices (NOK million),2021,898,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2020,3.8,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Lab/roentgen,Change from previous year (per cent),2021,16.7,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Sykehuset Innlandet HF (2003-),Expenses (incl. depreciation),Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2005,22,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2020,49,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Sum all functions,Current prices (NOK million),2021,35,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2020,71,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Sum all functions,Change from previous year (per cent),2021,-27.3,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2020,0,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Drug treatment (TSB),Current prices (NOK million),2021,0,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2020,30.8,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Drug treatment (TSB),Change from previous year (per cent),2021,123.5,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2020,1,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Lab/roentgen,Current prices (NOK million),2021,1,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2020,27.9,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Lab/roentgen,Change from previous year (per cent),2021,-8.6,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Sykehuset Innlandet HF (2003-),Purchases and rental of medical equipment,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Sum all functions,Current prices (NOK million),2005,522,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Sum all functions,Current prices (NOK million),2020,920,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Sum all functions,Current prices (NOK million),2021,989,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Sum all functions,Change from previous year (per cent),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Sum all functions,Change from previous year (per cent),2020,3.4,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Sum all functions,Change from previous year (per cent),2021,7.5,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Sum all functions,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2005,13,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2020,28,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Drug treatment (TSB),Current prices (NOK million),2021,29,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2020,1.1,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Drug treatment (TSB),Change from previous year (per cent),2021,4.7,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Drug treatment (TSB),Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Lab/roentgen,Current prices (NOK million),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Lab/roentgen,Current prices (NOK million),2020,56,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Lab/roentgen,Current prices (NOK million),2021,67,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Lab/roentgen,Change from previous year (per cent),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Lab/roentgen,Change from previous year (per cent),2020,8.6,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Lab/roentgen,Change from previous year (per cent),2021,20,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2005,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2020,NA,NA,NA
Sykehuset Innlandet HF (2003-),Other expenditures,Lab/roentgen,Expenses (NOK million per 10 000 inhabitants),2021,NA,NA,NA
Ullevål universitetssykehus HF (2002-2008),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2005,5882,NA,NA
Ullevål universitetssykehus HF (2002-2008),Expenses (incl. depreciation),Sum all functions,Current prices (NOK million),2020,NA,NA,NA
