health region,type of service,contents,year,value
Medical specialists in Health region South-East,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
HELSEREGION SØR-ØST TOTALT,Total,Beds,2002,0
HELSEREGION SØR-ØST TOTALT,Total,Beds,2020,7773
HELSEREGION SØR-ØST TOTALT,Total,Beds,2021,7842
HELSEREGION SØR-ØST TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2002,0
HELSEREGION SØR-ØST TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION SØR-ØST TOTALT,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION SØR-ØST TOTALT,Total,Day cases per 1 000 inhabitants,2002,0
HELSEREGION SØR-ØST TOTALT,Total,Day cases per 1 000 inhabitants,2020,NA
HELSEREGION SØR-ØST TOTALT,Total,Day cases per 1 000 inhabitants,2021,NA
HELSEREGION SØR-ØST TOTALT,Somatic health care,Beds,2002,0
HELSEREGION SØR-ØST TOTALT,Somatic health care,Beds,2020,5716
HELSEREGION SØR-ØST TOTALT,Somatic health care,Beds,2021,5771
HELSEREGION SØR-ØST TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
HELSEREGION SØR-ØST TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION SØR-ØST TOTALT,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION SØR-ØST TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2002,0
HELSEREGION SØR-ØST TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
HELSEREGION SØR-ØST TOTALT,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
HELSEREGION SØR-ØST TOTALT,Drug treatment (TSB),Beds,2002,0
HELSEREGION SØR-ØST TOTALT,Drug treatment (TSB),Beds,2020,409
HELSEREGION SØR-ØST TOTALT,Drug treatment (TSB),Beds,2021,410
HELSEREGION SØR-ØST TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
HELSEREGION SØR-ØST TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
HELSEREGION SØR-ØST TOTALT,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
HELSEREGION SØR-ØST TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
HELSEREGION SØR-ØST TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
HELSEREGION SØR-ØST TOTALT,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Total,Beds,2002,0
Private inst. m/ driftsavtale Helseregion Sør-Øst,Total,Beds,2020,494
Private inst. m/ driftsavtale Helseregion Sør-Øst,Total,Beds,2021,479
Private inst. m/ driftsavtale Helseregion Sør-Øst,Total,Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Sør-Øst,Total,Out-patient consultations per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Total,Out-patient consultations per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Total,Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Sør-Øst,Total,Day cases per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Total,Day cases per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Somatic health care,Beds,2002,0
Private inst. m/ driftsavtale Helseregion Sør-Øst,Somatic health care,Beds,2020,375
Private inst. m/ driftsavtale Helseregion Sør-Øst,Somatic health care,Beds,2021,367
Private inst. m/ driftsavtale Helseregion Sør-Øst,Somatic health care,Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Sør-Øst,Somatic health care,Out-patient consultations per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Somatic health care,Out-patient consultations per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Somatic health care,Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Sør-Øst,Somatic health care,Day cases per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Somatic health care,Day cases per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Drug treatment (TSB),Beds,2002,0
Private inst. m/ driftsavtale Helseregion Sør-Øst,Drug treatment (TSB),Beds,2020,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Drug treatment (TSB),Beds,2021,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Sør-Øst,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Drug treatment (TSB),Out-patient consultations per 1 000 inhabitants,2021,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Drug treatment (TSB),Day cases per 1 000 inhabitants,2002,0
Private inst. m/ driftsavtale Helseregion Sør-Øst,Drug treatment (TSB),Day cases per 1 000 inhabitants,2020,NA
Private inst. m/ driftsavtale Helseregion Sør-Øst,Drug treatment (TSB),Day cases per 1 000 inhabitants,2021,NA
